ID,Status,Time,Score,Iterations,Graph6
2129,SUCCESS,0.0004425048828125,0.43846153846153846,1,Fbuyw
2131,SUCCESS,0.0004334449768066406,0.3094405594405594,1,G@vKCG
2252,FAILURE,120.0,-7.189771168520159,1903,
2882,FAILURE,120.0,-1.4166666666666667,2300,
3144,SUCCESS,0.0005078315734863281,6.666666666666667,1,GnlpGC
3157,SUCCESS,0.0018572807312011719,11.8,1,HsPZZOO
3191,SUCCESS,0.0003914833068847656,6.333333333333333,1,FWpE_
3193,SUCCESS,0.0005059242248535156,11.8,1,Fkisg
3368,SUCCESS,0.0004892349243164062,17.999139815777212,1,G\c`y_
3384,SUCCESS,0.0006229877471923828,17.999139815777212,1,Hkq[NE?
3550,SUCCESS,0.07276678085327148,0.25738973397235476,62,Rd~EpH?OCPBOCDHC@?i??_??G???_?
3961,FAILURE,120.0,-4.414022265101542,108838,
3979,SUCCESS,0.0006148815155029297,7.211971647151453,1,GhyeQk
4288,FAILURE,120.0,-0.10272246744276892,4639,
5381,SUCCESS,0.0009446144104003906,0.0215311004784689,1,HGIO_W_
5421,SUCCESS,0.0005002021789550781,13.672536174823104,1,FgSGG
5968,SUCCESS,0.000514984130859375,0.35069767441860467,1,GFQgx[
5983,SUCCESS,0.0004436969757080078,0.2368570853448178,1,GqVIa{
6011,SUCCESS,0.0005648136138916016,0.5420289855072464,1,GkSjog
6013,SUCCESS,0.00042128562927246094,0.569393374741201,1,FR[`O
6020,SUCCESS,0.0004863739013671875,0.2227359011095083,1,FbNQo
6124,FAILURE,120.0,-0.29562890276538806,1391,
6270,SUCCESS,0.04423832893371582,0.35441420039895455,72,LECs?GQ?__?CC?
6351,SUCCESS,0.00047516822814941406,11.583251082251081,1,FQLjO
6466,FAILURE,120.0,-6.035871115915409,2214,
6472,FAILURE,120.0,-5.935168882461651,1876,
6617,SUCCESS,0.0005037784576416016,0.4446348275905259,1,G`q`VW
7205,FAILURE,120.0,-595.3846153846154,2000,
7206,FAILURE,120.0,-1018.6666666666666,2337,
7212,FAILURE,120.0,-762.2222222222222,2425,
7213,FAILURE,120.0,-751.7333333333333,1978,
7565,FAILURE,120.0,-228.89381121143128,2001,
7566,FAILURE,120.0,-242.59142097022945,2043,
7694,SUCCESS,0.0004818439483642578,0.3527060984450472,1,G^Ku|{
7695,SUCCESS,0.0006361007690429688,0.30606037131091784,1,HxW|ow@
7703,SUCCESS,0.0005047321319580078,0.21613801493000628,1,HMWeZ{G
7711,SUCCESS,0.00046181678771972656,9.38724711291826,1,G}FpkS
7712,SUCCESS,0.00042724609375,4.9743739865605585,1,GJAauO
7713,SUCCESS,0.0006029605865478516,5.581093747774185,1,FT\iW
7718,SUCCESS,0.0015363693237304688,3.324365641874375,1,HqOx}E?
7719,SUCCESS,0.0005474090576171875,3.9760853826813163,1,Fm_|g
7732,SUCCESS,0.3418276309967041,0.27258725049007815,198,gOOFwDACC?C??OG???GC??@??O?C?_AA??AAC?C?C??@???@?O?A??G?_?????@?@A????O?????O??????OAG?_?????@_A???????C?????@?????_?????G???_?????
7734,FAILURE,120.0,-4.157603871765641,109030,
7743,SUCCESS,0.0005288124084472656,4.462415704303928,1,GjUEi?
7753,SUCCESS,0.0005991458892822266,6.082682830577319,1,GId_ag
7773,SUCCESS,0.0005936622619628906,4.462415704303928,1,H@{roa?
7811,FAILURE,120.0,-11.186965154922706,2204,
7813,SUCCESS,0.00048542022705078125,62.77153804004126,1,GRJ^fo
